aria_label,thumbnail_hrefs,link_hrefs
"Cindy, @RIDDLES, Feb 10, 11:06 AM, RIDDLES@c.im",https://s3.c.im/media_attachments/files/111/905/680/748/947/336/original/0f6fc897311159f7.jpeg,
"Swapna Krishna, My weekly space news show Ad Astra is here! Have 10 minutes? Then you can hear about my favorite space, space science, and space flight stories this week.#space #science #spaceflight #astrodonhttps://youtu.be/In-obkK-uLI, Feb 10, 06:59 AM, skrishna@wandering.shop",,
"GM7077, An (unexploded) Israeli missile was dropped on a #children's school sheltering tens of displaced #Palestinians in #Gaza today. (Quds News)#Genocide #GenocideByIsrael, Feb 10, 09:16 AM, GM7077@masto.ai",https://s3.masto.ai/media_attachments/files/111/905/236/410/455/100/original/0c12f9129f2d8b0c.jpg,
"Freya Holmér, one of the more scary effects of medicating my adhd is realizing just how much I was driven by stress and the sum of scattered thoughtsI feel relaxed for the first time in years  it's making me feel okay not pushing myself to be productive during every single waking momentI'm extremely thankful for this, because it's exactly what I need to do to get out of my burnout, but it also makes me feel, scared, that I'm feeling okay not being productive?, Feb 10, 02:16 AM, acegikmo",,
"Drea and Team, Weekend learning fun for all. Did you know? Massive stars have long been thought to be born as twins, triplets or higher multiples.Albeit, until recently there wasn't enough observational  evidence to prove it.https://www.mpia.de/news/science/2024-02-multiplicity-starformation?c=5313826#education #science #astronomy #astrophysics #astrodon #universeodon #lifelongLearning, Feb 10, 12:39 PM, NewScience101",,https://www.mpia.de/news/science/2024-02-multiplicity-starformation?c=5313826
"Sheila DeBonis, Hey, what are some accounts that toot about #silly, #fun, #lifestyle things? I've got a lot of hard news on my time line and it gives me too much compassion fatigue. My interests: #literature #theater #art #cartoons #food #fashion #cosmetics #fragrence #finejewelry #watches #tea #chocolate #PCOS #nvld #trivia #neurodivergent, Feb 10, 11:29 AM, sheiladebonis@mastodon.world",,
"rishin, wawawa祝大家一个新年快乐，希望你们万事如意~#art #furryart, Feb 10, 11:02 AM, rishin@meow.social",https://medias.meow.social/media_attachments/files/111/905/664/351/865/192/original/a20becf56965559d.png,
"Bit ░ Nova :, #bluesky  devs trying to convince people who thought picking a server on mastodon was too hard, to use regex, Feb 9, 10:59 PM, cmdr_nova@mkultra.monster",https://nyc3.digitaloceanspaces.com/mkultra-bucket/media_attachments/files/111/902/821/631/263/240/original/7af40ca5823c1c11.png,
"📄 Mehdi.doc, Pushed the security update to Pixelfed Glitch. Please update.https://github.com/pixelfed-glitch/pixelfed/releases/tag/v0.11.11%2Bglitch.1.1.0, Feb 10, 11:28 AM, mehdi_benadel@mastodon.balamb.fr",,https://github.com/pixelfed-glitch/pixelfed/releases/tag/v0.11.11+glitch.1.1.0
"奇怪 :sheep_021: 不臭啊, 老看别人说媎妹媎妹的，本文盲一直以为这个字念zhū呢！啊！猪妹！（对不起, Feb 10, 09:01 AM, ChuckL@rhabarberbarbara.bar",,
"Chad :CApride: :mstdn:, #cdnpoli #ableg #abpoli, Feb 10, 10:17 AM, chad@mstdn.ca",https://cdn.mastdn.ca/media_attachments/files/111/905/489/807/740/149/original/93f2a400b66f0f32.png,
"Missing The Point, 1.  Trump names himself as his running mate.2.  Once Trump is elected President, Congress disqualifies him from office under 14th Amendment.3.  Vice President Trump becomes President., Feb 10, 03:02 AM, MissingThePt",,
"Trending, #BikeNite is now trending across Mastodon, Feb 10, 11:27 AM, trending@mastodon.bot",,
"WEATHER IS HAPPENING, / IS NEBUDDY OUT THERE/ HELLO/ LET ME TELL U SUMTHING/ GENOCIDE/ IS/ BAD/ U MUST STOP THE GENOCIDE IN GAZA/ REPENT 2 UR WEATHER LORDS#PALESTINE #GAZA, Feb 10, 10:16 AM, WEATHERISHAPPENING@weatherishappening.network",,
"「ʀᴏʙᴇʀᴛ」, stereosleepz #caturday #catsofmastodon, Feb 10, 12:36 PM, robertklep@c.im",https://s3.c.im/media_attachments/files/111/906/036/354/404/041/original/9ef78c3a7c4338fb.jpeg,
"Jake Mannix, Me: oh my god this is taking forever16yo: yeah wow it’s like that guy with the boulder… Syphilis?Me: *spittake*, Feb 10, 09:26 AM, pbrane@sigmoid.social",,
"Bethany Black, Replying to a joke of mine during the time I’m asleep is a risky business, because If I wake up and think it’s either terrible or irrelevant I do block immediately, Feb 10, 12:36 PM, BethanyBlack",,
"Muirén 🏳️‍⚧️🏳️‍🌈♾️✊🏿✊🏽✊🏼, Capitalism, the problem is capitalism!Why some governors turned down a food assistance program for children in their stateshttps://www.youtube.com/watch?v=at9cpDKmRXk, Feb 10, 08:46 AM, muiren@sfba.social",,
"DJM (freelance for hire), Cyber Paw Patrol in charge!#Dogs #Doggos #CyberSecurity #Cookies, Feb 10, 02:57 AM, cybeardjm@masto.ai",https://s3.masto.ai/media_attachments/files/111/903/750/389/398/549/original/e0036a44067f34a4.jpg,
":cheetah: Shetani 💘, I didn't forget #FursuitFriday this week! I've been very tired lately, but I remembered... I... ​, Feb 10, 09:38 AM, shetani@meow.social",https://medias.meow.social/media_attachments/files/111/905/322/990/107/854/original/5251f493d5e7b4b8.jpeg,
"kurtsh, If you're a nerd, enjoy physics or you just like 'thinking', check out Dianna's channel & consider joining her Patreon. She's very ill & has been for close to a year now.(p.s. If you can't join her Patreon, please repost this to reach others) ""99 Years Later... We Solved It"" - Physics Girlhttps://youtube.com/watch?v=JFFhD5HeByM&si=uvfWRsqAQMJ7VY3x#physics #science #patreon, Feb 10, 07:20 AM, kurtsh",,
"Avoid the Hack! :donor:, Skiff Privacy has been acquired, will be shutting downSkiff @skiff has “joined” (read: been acquired) by Notion.Skiff privacy is (was?) an #opensource and #privacy friendly product suite, featuring email, pages, drive and calendar.According to their blog post and an email mirroring that blog post, Skiff will be “sunsetting” in the next 6 months. In plainspeak, in about 6 months (no definitive date as of writing this post) Skiff’s services will no longer work. Users will not be automatically migrated to Notion.Users must migrate/download their data, including migrating skiff domains and redirecting emails. From what I currently understand, email aliases must be handled by hand - so the redirect only works for the primary address.@alternativeto @BleepingComputer @arstechnica @itsfossI will be pulling the recommendation for Skiff on Avoidthehack.com ASAP.#privacy #privacymatters #skiff #skiffprivaacyhttps://skiff.com/data-migration, Feb 10, 07:11 AM, avoidthehack@infosec.exchange","https://media.infosec.exchange/infosec.exchange/media_attachments/files/111/904/747/076/025/862/original/14dff26b5aa6e466.jpeg,https://media.infosec.exchange/infosec.exchange/media_attachments/files/111/904/751/390/998/335/original/3668c94eda80db59.jpeg,https://media.infosec.exchange/infosec.exchange/media_attachments/files/111/905/035/437/780/424/original/2036f9e1d8b0b1f3.jpeg",
"sushvee, Underside view of a gorgeous red-tailed hawk in flight.  Impressive aerodynamic components of the bird.#birds #nature #birdsofmastodon #ontario, Feb 10, 08:18 AM, sushvee@mstdn.ca",https://cdn.mastdn.ca/media_attachments/files/111/905/005/594/112/360/original/52aac0f9b6a868a2.jpeg,
"Windy Wilson - Weatherman, Another pishy wet miserable start for most with the very worst of it up over the northern half of the country. As forecastBitterly cold easterly wind for the NE but a wee bitty calmer further south *Saturday February 10th 07:26, Feb 10, 12:28 PM, windywilson88@mastodon.scot",https://media.mastodon.scot/mastodon-scot-public/media_attachments/files/111/906/005/054/961/324/original/2002a360efa08a02.jpeg,
"Helen Czerski, Just found a new (to me) psychology phrase: ""pluralistic ignorance"". It refers to people holding one view but mistakenly assuming that the majority of others hold a different view, so they keep quiet. Very relevant for climate change action, where lots want action but think they're in the minority.#climate #science #action, Feb 9, 11:30 PM, helenczerski@fediscience.org",,
"Ian Scott :apple_inc: 🐙, Board testing timelapse. This is ""only"" 42 boards, Feb 10, 11:14 AM, polpo@bitbang.social",,
"Jerry Bell :verified_paw: :donor: :verified_dragon: :rebelverified:​, Perhaps there is a market for electric toothbrush shaped flipper zeros in Canada, Feb 10, 06:42 AM, jerry@infosec.exchange",,
"Chris Geidner, NEW: Finding an “easy” out today could lead to an even more dangerous crisis that Chief Justice John Roberts and the nation would be unable to avoid in less than a year. Tonight, at Law Dork: https://www.lawdork.com/p/supreme-court-must-fully-resolve-sec-3-case, Feb 10, 07:45 AM, chrisgeidner@journa.host",,https://www.lawdork.com/p/supreme-court-must-fully-resolve-sec-3-case
"Valérie S 🌺💙💛 AllezZou, Le portrait en noir et blanc de Robert Badinter par le talentueux Manuel Lapert plus connu sous le nom de Man Pour les avocat-es du mammouth @MadameMollette @athenavocat @obiterscript Et les autres , Feb 10, 12:23 PM, sanlaville11@piaille.fr",https://static.piaille.fr/media_attachments/files/111/905/978/046/057/724/original/4418d5d3ba3e24ec.jpeg,
"Hacker Memes, $  git checkout #caturday, Feb 10, 05:44 AM, i0null@infosec.exchange",https://media.infosec.exchange/infosec.exchange/media_attachments/files/111/904/414/754/446/861/original/b8eac1551032ca93.jpeg,
"Terrybot :pratchett:, On those occasions when the angel managed to get his mind into the twentieth century, it always gravitated to 1950.Terry Pratchett & Neil Gaiman, Good Omens#GNUTerryPratchett, #SpeakHisName, #Discworld, Feb 10, 10:00 AM, terrybot@frikiverse.zone",,
"Fraser Smith🏴󠁧󠁢󠁳󠁣󠁴󠁿, Just me on my box.#caturday #CatsOfMastodon, Feb 10, 09:24 AM, FrasSmith@octodon.social",https://assets.octodon.social/media_attachments/files/111/905/274/261/078/838/original/da31d49e853540f4.jpg,
"Lana Sinapayen, Hey everyone in Japan. I'm looking yellow or orange azuki. I know I already asked before, but I'm changing my technique: now I'm asking you to check your pantry/the stores packs of red azuki and see if you spot pale ones in there. Help me find my golden gooze (bean)!, Feb 10, 10:41 AM, lana@mstdn.science",,
"🐙 Compañero Allende 🇵🇸, Activists interrupt British BAE Systems presentation over Gaza bombing connection.https://www.youtube.com/shorts/-qFjvvK5eOE#Gaza #Palestine #BAESystems #FightTheGenocide #GazaGenocide @palestine, Feb 10, 11:39 AM, morpheo@kolektiva.social",,
"Python Weekly 🐍, Admin readonly field with custom widgets are driving me crazyhttps://github.com/django/django/blob/d79fba7d8e7bbcdf53535a14d57ead5a6863cd8d/django/contrib/admin/templates/admin/includes/fieldset.html#L17Discussions: https://discu.eu/q/https://github.com/django/django/blob/d79fba7d8e7bbcdf53535a14d57ead5a6863cd8d/django/contrib/admin/templates/admin/includes/fieldset.html%23L17#django #programming #python #webdev, Feb 10, 12:18 PM, python_discussions",,https://github.com/django/django/blob/d79fba7d8e7bbcdf53535a14d57ead5a6863cd8d/django/contrib/admin/templates/admin/includes/fieldset.html#L17
"Miriam 🇮🇪, #blackhistorymonth, Feb 9, 07:38 PM, Miriamm",https://files.mastodon.social/media_attachments/files/111/902/029/352/997/175/original/c8d7420160816853.png,
"Josh ""cortex"" Millard, Beachcombing, call this guy “Trypophobe’s Delight”, Feb 10, 09:38 AM, joshmillard","https://files.mastodon.social/media_attachments/files/111/905/330/122/838/141/original/f7c804d2089163f4.jpg,https://files.mastodon.social/media_attachments/files/111/905/334/251/728/897/original/2604ada472af6823.jpg,https://files.mastodon.social/media_attachments/files/111/905/334/861/315/041/original/d04eaaa6db081ff7.jpg",
"John L. Roberson, ""Let's pretend we're walking home."" #DavidBowie - Candidate(alternate, but it should be the main version) https://www.youtube.com/watch?v=8LvPLxZVQDQ #music #1970s #rock, Feb 10, 11:37 AM, jlroberson",,
"Mike McCaffrey :pdx_badge:, This afternoon I went to the doctors office and the liquor store, and the only person who cared enough about my health to wear a mask was the one whose job it is to sell me psychoactive poison.#covid #CovidIsNotOver, Feb 10, 06:44 AM, mikemccaffrey@pdx.social",,
"The Washington Post :press:, Moody’s downgrades Israel’s credit rating, citing war in GazaThe agency said Israel’s military campaign poses ongoing political and economic risks. Aid groups have condemned the country’s plan to remove civilians from Rafah. #presshttps://www.washingtonpost.com/world/2024/02/10/israel-credit-rating-downgrade-moodys/?utm_source=press.coop, Feb 10, 11:34 AM, washingtonpost@press.coop",,https://www.washingtonpost.com/world/2024/02/10/israel-credit-rating-downgrade-moodys/?utm_source=press.coop
"SteveP 🇨🇦, Waiting for Godiva#MashUpFictionAndChocolate#HashTagGames, Feb 10, 07:42 AM, stevecantsmell",,
"Ottermarie, Building fire breaks in #ElSalvador. #pasopacifico #forests #conservation, Feb 10, 11:33 AM, Ottermarie@ecoevo.social",https://cdn.masto.host/ecoevosocial/media_attachments/files/111/905/781/594/499/408/original/cf9e632624fa1d1b.jpg,
"Timo Tiuraniemi, ""A ground operation in #Rafah, which is under intense bombardment, will also have a disastrous impact on the entire humanitarian aid system in #Gaza which is already overwhelmed and struggling to provide support to a population facing the real and imminent risk of genocide.""-- Amnesty International, Feb 10, 12:11 PM, ttiurani@fosstodon.org",,
"Paul Chambers, 50 Shades of Chocolate#MashUpFictionAndChocolate #HashTagGames, Feb 10, 08:33 AM, paul@oldfriends.live",https://s3.us-east-005.backblazeb2.com/oldfriends/media_attachments/files/111/905/077/469/132/234/original/6b4a21ccf574ac6e.png,
"StefanThinks, “It seems like they fucked around and haven't found out yet, but don't give up on the slow wheels of justice, it's just giving them extra time to fuck around some more so they will find out extra hard.” – Me, to my grandchildren “They never found out.” – Narrator, Feb 10, 09:29 AM, StefanThinks@beige.party",,
"Axel Bruns, Just wondering: is the Tucker Putinson thing the first time that an FSB asset‘s meeting with his handler has been televised ?, Feb 10, 10:07 AM, snurb@aoir.social",,
"ladyteruki, Not afraid to say I'm proud of that one., Feb 10, 06:35 AM, ladyteruki",https://files.mastodon.social/media_attachments/files/111/904/614/421/340/900/original/739e4b224594477b.png,
"Bvlbancha Public Access, Uplifting our collective #IndigenousGulf #Indigenous #Bvlbancha community efforts.#MardiGras #NOLA #Louisiana @noladon https://thelensnola.org/2024/02/09/the-sting-of-fake-tomahawks, Feb 10, 10:52 AM, BvlbanchaPublicAccess@indigenousgulf.online",,https://thelensnola.org/2024/02/09/the-sting-of-fake-tomahawks
"JanluitPhotos, A Silboat inside the breakwall and a ship outside the breakwall.See it bigger here: https://jan-luit.pixels.com/featured/sailboat-with-ship-jan-luit.html#PhotographyIsArt #Photography #fotografie #FediGiftShop #Art #Fotografia #LakeSuperior #mastoart #GiveArt #AYearForArt #BuyIntoArt #giftidea, Feb 10, 09:07 AM, JanLuitPhotos@photog.social",https://cdn.masto.host/photog/media_attachments/files/111/905/183/781/508/408/original/5a7e01ddbf2b3552.jpg,
"Dan Slevin, There are lines that are breathtaking and then there are lines that stop all the clocks. Wonderful and powerful work by John Campbell.https://www.1news.co.nz/2024/02/10/john-campbell-why-the-pike-river-tragedy-wont-be-laid-to-rest/, Feb 10, 11:24 AM, danslevin@mastodon.nz",https://mastodon.nz/system/media_attachments/files/111/905/750/279/770/234/original/0e60cefd8526a8d8.jpeg,
"Justin Ferrell, Raise your hand if you’re more excited to build for @Iconfactory Project Tapestry than the Vision Pro , Feb 10, 05:26 AM, developerjustin",,
"Aaron Giles, It's been a while since I dropped a fresh beta of my LucasArts/LucasFilm game emulator DREAMM, but today is the day we start for 3.0. Lots of new stuff in this one, with a focus on the remaining DOS games. Have a look!https://aarongiles.com/dreamm/beta/#lucasarts #DOSGaming, Feb 10, 09:22 AM, aaronsgiles@corteximplant.com",,https://aarongiles.com/dreamm/beta/
"jbz,  How I learned Haskell in just 15 years— Evan Silberman""Fifteen years or so ago, for reasons I can no longer remotely recall, I started learning Haskell. Now, I have finally written a useful program in Haskell, and I am pretty sure I can do it again, if I ever need another computer program.""https://duckrabbit.tech/articles/learning-haskell.html#Haskell #FunctionalProgramming, Feb 10, 12:00 PM, jbzfn",,https://duckrabbit.tech/articles/learning-haskell.html
"ɥɔɐoɹ, I don’t need it…, Feb 10, 11:21 AM, Roach",https://files.mastodon.social/media_attachments/files/111/905/739/642/070/839/original/d22e58d259b1bee0.jpeg,
"International Monitor, A Miami court has sentenced a former US government informant to life for his part in the killing of Haiti’s former leader Jovenel Moise.Read more here:https://intlmonitor.com/americas/life-sentence-for-us-informant-in-haiti-president-killing-case/, Feb 10, 09:03 AM, intlmonitor",https://files.mastodon.social/media_attachments/files/111/905/198/995/820/576/original/6279754a20885cdf.jpg,
"SwiftOnSecurity, Do you know what installing Windows as many times as I have does to the human mind., Feb 10, 02:21 AM, SwiftOnSecurity@infosec.exchange",,
"Thee Mighty Peculia, , Feb 9, 11:34 PM, lydialurch",https://files.mastodon.social/media_attachments/files/111/902/958/751/659/152/original/3498e8c03ebc5ab2.jpg,
"ƧƿѦςɛ♏ѦਹѤʞ, Early night - #Caturday tomorrow.#cats #CatsOfMastodon #Mastocats, Feb 10, 05:05 AM, spacemagick",https://files.mastodon.social/media_attachments/files/111/904/261/039/573/226/original/7509943d6762a04b.jpg,
":PUA: Shlee fucked around and, , Feb 10, 10:18 AM, shlee@aus.social",https://mediacdn.aus.social/media_attachments/files/111/905/492/575/006/458/original/6dac9e02f729222e.jpeg,
"Zack Whittaker, New, by me: The startup that develops the phone app for WinStar, dubbed the ""world's biggest casino,"" has secured an exposed database that was left on the internet without a password.The app maker, Dexiga, took the database offline after a security researcher found the leaking database.Dexiga's CEO claimed the database contained ""publicly available information."" But it wasn't — the database contained customer names, phone numbers, and email and home addresses.More: https://techcrunch.com/2024/02/09/winstar-hotel-casino-app-exposed-customer-personal-data/, Feb 10, 03:49 AM, zackwhittaker",,https://techcrunch.com/2024/02/09/winstar-hotel-casino-app-exposed-customer-personal-data/
"Flanakey, Random harvest while fixing the raised garden bed before we move. #gardening #potatoes, Feb 10, 11:53 AM, flanakey@aus.social",https://mediacdn.aus.social/media_attachments/files/111/905/861/834/814/282/original/10f5837f79abbae6.jpg,
"Scavello, Msg on teams: Hi this is so and so from IT, we’re sending out your new laptop, I need your username and password to setup your accountsMe: not today satan! -block-Manager: did you call so and so from IT satan earlier?, Feb 10, 08:28 AM, scavello@m.epon.io",,
"Jason Yip, The biggest problems we deal with in software product development:1. Misunderstanding the problem, typically due to problem-solvers working through too many intermediaries2. Working too long without getting feedback. This is a form of over-optimism. Also known as ""going dark"".3. Overwhelming complexity. Systems start simple and eventually turn into large, incomprehensible messes. This is worse without ongoing correction.#AgileAsStrategy, Feb 10, 03:36 AM, jchyip@mastodon.online",,
"kaśmičny, She wishes you all a good rest this weekend!#cat #cats #caturday #fedicats #catsoffediverse #catsofmastodon #gingercat #orangecat #kitty #pussy #кот #котатэрапія #котасубота #котосуббота #photo #photography, Feb 10, 11:50 AM, x@vkl.world","https://s3-eu-central-1.amazonaws.com/vklworld/media_attachments/files/111/905/840/718/289/199/original/57a24ad6835f9ed9.jpg,https://s3-eu-central-1.amazonaws.com/vklworld/media_attachments/files/111/905/842/909/689/389/original/2d39c1fbf1bc6fd2.jpg,https://s3-eu-central-1.amazonaws.com/vklworld/media_attachments/files/111/905/842/903/687/835/original/7bc061e66b6ef221.jpg",
"The Kyiv Independent, ️UPDATE: Russian attack on Kharkiv causes mass fire, killing 7.A Russian drone attack struck a gas station in Kharkiv, creating a large fire that engulfed 15 residential homes, and killed seven people, including three children, local authorities reported on Feb. 10.Among the victims were a seven-year-old, a four-year-old, and a six-month-old baby. https://kyivindependent.com/update-russian-attack-on-kharkiv-causes-mass-fire-killing-1/, Feb 10, 09:49 AM, KyivIndependent_official@genix.ink",,https://kyivindependent.com/update-russian-attack-on-kharkiv-causes-mass-fire-killing-1/
"Joe Cooper 💾, I was just rinsing out and peeling the labels off of a bunch of cans and jars for recycling, thinking about how many billionaires are currently in the air in their private jets, emitting more CO₂ during one flight than I'll be responsible for in a year. #ClimateChange #TaylorsVersion, Feb 10, 11:47 AM, swelljoe@mas.to",,
"Fife4Europe #FBPE, inews: 'We're in our 70s - Brexit forced us to leave the UK to save our business'https://inews.co.uk/news/world/brexit-leave-uk-save-business-2898662, Feb 10, 11:47 AM, Fife4Europe@mastodon.scot",,https://inews.co.uk/news/world/brexit-leave-uk-save-business-2898662
"Tengrain (🇺🇦), “20,000 Lindts Under The Sea”#MashUpFictionAndChocolate#HashTagGames, Feb 10, 07:47 AM, Tengrain",,
"Fezzi Fezzino 🧊 🆒️, For all the cyclists out there... Happy Lunar New Year... always ride safe! #cycling, Feb 10, 09:46 AM, fezzi@ohai.social",https://files.ohai.social/media_attachments/files/111/905/367/501/900/657/original/325e62d8fd0c029d.jpg,
"Dreadful Sanity :heart_pan:, Just found the most accurate and spoiler free act descriptions for #BaldursGate3, Feb 10, 11:07 AM, dreadfulsanity@mstdn.games",https://cdn.masto.host/mstdngames/media_attachments/files/111/905/682/525/443/524/original/e166223e1416dc2c.png,
"A Person, When I go chasing the birds, I'm more used to coming across Japanese tits, but I saw this #LongTailedTit the other day, and it was a surprise. The first time I have a photo of one, at least. #birding #photography, Feb 10, 07:57 AM, timdesuyo",https://files.mastodon.social/media_attachments/files/111/904/936/518/128/568/original/bb0c58b9eb583f4d.jpeg,
"Erik McClure, Falsehoods Programmers Believe About Genders:1) people always have a gender2) people can only have up to 1 gender at a time.3) there is a list of genders4) there are a finite number of genders5) gender is representable in standard unicode6) a gender has one set of pronouns, Feb 10, 11:07 AM, cloudhop@equestria.social",,
"NowWeAreAllTom, how do you capitalize, Feb 10, 10:08 AM, tom@labyrinth.social",,
"Dr. Nancy Wayne  ✅, #Pottery #Ceramics I'm taking a pottery hand-building class now and this is my first hand-built vessel. I wanted a flower vase that could be used as a low centerpiece. Although there is much to be improved, overall I like how it turned out! Also, why is this called a ""frog lid""?, Feb 10, 07:54 AM, nancylwayne","https://files.mastodon.social/media_attachments/files/111/904/909/510/735/869/original/125067aa0932763a.jpeg,https://files.mastodon.social/media_attachments/files/111/904/909/582/598/433/original/7d5e9a86aef057f6.jpeg",
"kaitlin, i feel like corporate customer support has conditioned people to be irrationally impatientopen source project maintainers are not your personal butler! they have lives! most of them are not terminally online and there to help you 24 hours a day, seven days a week! they're human (sometimes)! stop treating them like pieces of shit because they won't implement a feature you poorly explained!, Feb 10, 07:52 AM, thememesniper@wetdry.world",,
"Sylvia Wright, Testing the water temp. Anna's Hummingird, male in breeding plumage. Today. Note sunshine!#birds #birding #hummingbirds #NaturePhotography #NevadaCountyCA, Feb 10, 03:58 AM, sciencewrighter@m.ai6yr.org",https://media2.ai6yr.org/media_attachments/files/111/903/979/823/802/763/original/8a73d3536e1332e7.jpg,
"nonazisformethanks, Some California cops are sending license plate data on out of state cars to anti-abortion states.https://arstechnica.com/tech-policy/2024/02/some-calif-cops-still-sharing-license-plate-info-with-anti-abortion-states/, Feb 10, 07:01 AM, No_Nazis_Please@kolektiva.social",,https://arstechnica.com/tech-policy/2024/02/some-calif-cops-still-sharing-license-plate-info-with-anti-abortion-states/
"Catherine Babault, Meanwhile in the Canadian Rockies... https://www.youtube.com/watch?v=8CnFo7qinng#bears #wildlife #humor #humour #Canada #grizzly #grizzlies, Feb 10, 09:19 AM, CatherineBabault@mstdn.ca",,
"Josh G., Just a puppy chilling on the couch chair.#dogsofmastodon, Feb 10, 09:01 AM, joshua@aus.social",https://mediacdn.aus.social/media_attachments/files/111/905/186/196/003/224/original/c68808fcb630dbd3.jpg,
"""Star Trek"" Screens* 🖖🏽, , Feb 10, 11:00 AM, StarTrekScreens",https://files.mastodon.social/media_attachments/files/111/901/885/675/715/036/original/2576617e5b4e5ef8.png,
"Danie van der Merwe, Early morning radio comms duty for the 99ER Cycle Race in #CapeTown this morning. Have some cows keeping me company., Feb 10, 10:01 AM, danie10",https://files.mastodon.social/media_attachments/files/111/905/422/077/535/816/original/e35643af4ddfbfb5.webp,
"Kent Parkstreet, Laird Doofus, When Piers Morgan started his latest show in Australia I suggested we all ignore him. Morgan retweeted me with a smartarse comment, it took all my self control to not respond. It seems enough of us ignored him.His show, a ratings failure, is gorn., Feb 10, 11:38 AM, kentparkstreet1@mastodon.online",,
"Kevin Collier, This is terrifying but a great reminder that your corporate Slack (or other chat program, most likely) has never ever been safe and you should take any conversation you don't want management snooping on to Signal or somewhere else safe.https://www.cnbc.com/2024/02/09/ai-might-be-reading-your-slack-teams-messages-using-tech-from-aware.html, Feb 10, 03:40 AM, kevincollier",,
"Geology Fieldwork Bot, You start climbing a mountain. You scream as a bolt of lightning strikes the ground and Thor's hammer Mjolnir appears. You lift it (because all geologists are worthy) and whisper, 'This will make a nice geology hammer...', Feb 10, 09:17 AM, GeoFieldBot@botsin.space",,
"Russia-Ukraine Daily News,   A Russian drone attack killed seven civilians, including three children, in Ukraine's city of Kharkiv, regional governor Oleh Synehubov said on Saturday.Synehubov said the Russian forces attacked the city of Kharkiv with Shaded drones late on Friday night.https://www.reuters.com/world/europe/russian-drone-attack-kills-7-including-3-kids-ukraines-kharkiv-2024-02-10/#russia #russiaukrainewar #RussianWarCrimes, Feb 10, 11:37 AM, rvps2001",,
"Jake Williams, Management ""helping"" with the incident response..., Feb 9, 08:57 PM, malwarejake@infosec.exchange",,
"Brian Sletten, For all the crap #Marvel gets, they do a lot right. We just noticed that the audio options for “Echo” include Choctaw, the people of the main character. That’s not performative, nobody would normally notice.These things matter., Feb 10, 10:00 AM, bsletten",,
"The Conversation U.S., Fresh water flowing into the North Atlantic from melting glaciers is slowing down the Gulf Stream and other currents.At some unknown point, it will hit a tipping point that will cause dire global #climate disruption, within a human lifetime.Details of new research:https://theconversation.com/atlantic-ocean-is-headed-for-a-tipping-point-once-melting-glaciers-shut-down-the-gulf-stream-we-would-see-extreme-climate-change-within-decades-study-shows-222834 #climatechange (via @TheConversationClimate), Feb 10, 03:01 AM, TheConversationUS@newsie.social",,https://theconversation.com/atlantic-ocean-is-headed-for-a-tipping-point-once-melting-glaciers-shut-down-the-gulf-stream-we-would-see-extreme-climate-change-within-decades-study-shows-222834
"inspirationgrid, Large Scale Murals & Street Art by Bublegum https://theinspirationgrid.com/large-scale-murals-street-art-by-bublegum/ #art #AYearForArt #MastoArt #StreetArt #Murals #ArtInspiration #ArtInspo #inspiration #InspirationGrid, Feb 10, 09:15 AM, inspirationgrid@graphics.social","https://cdn.masto.host/graphicssocial/media_attachments/files/111/905/243/266/172/260/original/ca598273213b16f4.jpeg,https://cdn.masto.host/graphicssocial/media_attachments/files/111/905/243/295/754/951/original/268832b874e1f206.jpeg,https://cdn.masto.host/graphicssocial/media_attachments/files/111/905/243/269/019/583/original/40141180ba13ffbf.jpeg",
"JaneGray, ""A plea to my Democratic friends: It’s time to start calling Joe Biden a great president. Not a good one. Not a better choice than Donald Trump. Joe Biden is a historically great president. Say it with passion backed by the conviction that it’s true.Because it is.""Read the rest here:https://newrepublic.com/article/178435/biden-great-president-say-it-democrats, Feb 9, 11:01 PM, JaneGray",,https://newrepublic.com/article/178435/biden-great-president-say-it-democrats
"swtyndall.notwhatwethink, Excellent points from Joyce, as usual.The 14th Amendment Takes Center Stage https://joycevance.substack.com/p/the-14th-amendment-takes-center-stage?publication_id=607357&post_id=140591069&isFreemail=true""...But, imagine a presidential election where the Democratic candidate had engaged in insurrection. A Clinton, or Obama, or Biden. Republicans would be demanding their removal from the ballot in every state in the country. There would be no hand-wringing over removing a choice from the voters, no talk about preferring a democratic process that lets voters make the call. No Republican would express concern that removing their Democratic opponent from the ballot would let them talk about what a victim they were and incite their base to further violence. ..."", Feb 10, 07:23 AM, notwhatwethink@climatejustice.social",,https://joycevance.substack.com/p/the-14th-amendment-takes-center-stage?publication_id=607357&post_id=140591069&isFreemail=true
"Mondoweiss 🇵🇸, In refusing to pressure Israel into a ceasefire while continuing to launch strikes on Yemen, Biden has shown utter contempt for all Arabs and Muslims, including his own Arab and Muslim American citizens who say they won’t vote for him over Gaza.https://mondoweiss.net/2024/01/biden-is-following-netanyahu-off-a-cliff/?utm_content=buffer2b2f2&utm_medium=social&utm_source=mastodon&utm_campaign=buffer#Palestine #Israel #Gaza@palestine @israel, Feb 10, 06:00 AM, mondoweiss@social.mondoweiss.net",,https://mondoweiss.net/2024/01/biden-is-following-netanyahu-off-a-cliff/?utm_content=buffer2b2f2&utm_medium=social&utm_source=mastodon&utm_campaign=buffer
